,Unnamed: 0,Title,Search,Location,Company,detail_url
0,4,Data Scientist,Data+scientist,"Chicago, IL",        Synchrony,/rc/clk?jk=619f469f4881f114&fccid=bfac37d9f1a8a5a2&vjs=3
1,5,FBI Intelligence Analyst,Data+scientist,"Chicago, IL",        Federal Bureau of Investigation,/company/Federal-Bureau-of-Investigation/jobs/FBI-Intelligence-Analyst-53d9058a16f598b4?fccid=bb9753e84dda10e5&vjs=3
2,6,Data Scientist,Data+scientist,"Chicago, IL",        Trunk Club,/rc/clk?jk=993c4712bb3a0a52&fccid=0071370f02db63ca&vjs=3
3,7,"Data Scientist, Customer Insights",Data+scientist,"Chicago, IL 60654 (Loop area)",        Groupon,/rc/clk?jk=4299d0cb3d242cb8&fccid=863ad2cc91c92c82&vjs=3
4,8,Credit Audit Data Scientist & Analyst,Data+scientist,"Chicago, IL",        BMO Financial Group,/company/BMO-Harris-Bank/jobs/Credit-Audit-Data-Scientist-Analyst-2da05a464d53f4dc?fccid=c9b51b880e5f15f6&vjs=3
5,9,Data Scientist,Data+scientist,"Chicago, IL 60606 (Loop area)",        Numerator,/rc/clk?jk=97cbcb6aa8a53cf4&fccid=11f2ca9fb7278374&vjs=3
6,10,Data Scientist,Data+scientist,"Chicago, IL",        ActiveCampaign,/rc/clk?jk=24587a316659ebfb&fccid=9c2be00e2f57adbd&vjs=3
7,11,Associate Data Scientist Intern,Data+scientist,"Chicago, IL 60603 (Loop area)",        The Marketing Store,/rc/clk?jk=4f6c01fe6410709f&fccid=a5a3009925a5090f&vjs=3
8,12,Associate Data Scientist,Data+scientist,"Chicago, IL","        Blue Cross Blue Shield of IL, MT, NM, OK & TX",/rc/clk?jk=cacf4449907b563d&fccid=f0982fe98d8ebba0&vjs=3
9,13,Data Scientist Associate,Data+scientist,"Schaumburg, IL 60173",        Zurich North America,/rc/clk?jk=cb2c41d968993fe1&fccid=34938366d45106af&vjs=3
10,21,Data Scientist,Data+scientist,"Chicago, IL 60606 (Loop area)","        Vizient, Inc.",/rc/clk?jk=00a2122fbb983011&fccid=ab22e7c357e67bd4&vjs=3
11,22,Data Scientist,Data+scientist,"Chicago, IL",        Outcome Health,/rc/clk?jk=0e91006ece191562&fccid=e5527a9384bb62d1&vjs=3
12,23,Data Scientist,Data+scientist,"Chicago, IL 60601 (Loop area)",        Catalina Marketing,/rc/clk?jk=8d5a79f14333dfaf&fccid=7cb8926c790321ab&vjs=3
13,24,Data Scientist,Data+scientist,"Chicago, IL",        Peak6,/rc/clk?jk=e121d946316e44e6&fccid=7e9afa700659af5d&vjs=3
14,25,Data Scientist (Chicago),Data+scientist,"Chicago, IL",        QuantumBlack,/rc/clk?jk=5dc616d64b9d4b3e&fccid=0ca81e4238390a2d&vjs=3
15,26,Cyber Security Data Scientist,Data+scientist,"Chicago, IL 60603 (Loop area)",        Bank of America,/rc/clk?jk=e93b64a10314c20d&fccid=5bd99dfa21c8a490&vjs=3
16,27,Associate Data Scientist,Data+scientist,"Schaumburg, IL 60173",        Zurich North America,/rc/clk?jk=d6a8b17d24798434&fccid=34938366d45106af&vjs=3
17,28,Data Scientist,Data+scientist,"Chicago, IL",        Kantar Media,/rc/clk?jk=954e79e24ab269c4&fccid=2a934ca7fdc2bbf3&vjs=3
18,29,Data Scientist,Data+scientist,"Chicago, IL",        devwrx,/rc/clk?jk=fc8388c2504aa760&fccid=d6e9c6cbc99139ec&vjs=3
19,30,"Data Scientist / Quantitative Researcher, Systematic Trading",Data+scientist,"Chicago, IL",        DRW,/rc/clk?jk=e9ccb8c1fdf5c84a&fccid=d9e7c4d795860e0c&vjs=3
20,36,Data Scientist I,Data+scientist,"Chicago, IL",        American Family Insurance,/rc/clk?jk=4210c91197d505d8&fccid=e5c4515812210aed&vjs=3
21,37,"Data Scientist / Quantitative Researcher, Systematic Trading",Data+scientist,"Chicago, IL",        DRW Trading Group,/rc/clk?jk=1a9b6607a2db2e4a&fccid=42ccd87a2c182a30&vjs=3
22,38,Machine Learning Scientist I,Data+scientist,"Chicago, IL 60661 (Near West Side area)",        Expedia,/rc/clk?jk=96d5311f19b64396&fccid=160efb82f2462f14&vjs=3
23,39,Data Scientist,Data+scientist,"Chicago, IL",        The Jellyvision Lab,/rc/clk?jk=0ea4ac5b854d6f78&fccid=25fa848f36bbcbe3&vjs=3
24,40,Data Scientist,Data+scientist,"Chicago, IL",        Scienaptic Systems Inc,/company/Scienaptic-Systems/jobs/Data-Scientist-266fb0c12400979f?fccid=54ec67e206f13fdb&vjs=3
25,41,Data Scientist,Data+scientist,"Chicago, IL 60611 (Near North Side area)",        FastModel Sports,/rc/clk?jk=5d4b9892bf36f524&fccid=630d7c575c7abd13&vjs=3
26,42,Data Scientist,Data+scientist,"Chicago, IL",        The University of Chicago,/rc/clk?jk=c2653ae359aed441&fccid=5cb727313a823dd6&vjs=3
27,43,Data Scientist,Data+scientist,"Chicago, IL",        Uptake,/rc/clk?jk=eb009bfb5bf80da6&fccid=c7e4414dffeb89b5&vjs=3
28,44,Data Scientist,Data+scientist,"Chicago, IL",        CSC Generation,/rc/clk?jk=0b9cb2a2fed5d1c1&fccid=e77ce15f3f6f94c7&vjs=3
29,45,Data Scientist (944),Data+scientist,"Chicago, IL",        ABC Supply Co. Inc,/company/ABC-Supply-Co.-Inc/jobs/Data-Scientist-49adcb479d6a010a?fccid=042d4158e141fbb6&vjs=3
30,52,Embedded Data Scientist,Data+scientist,"Chicago, IL",        The University of Chicago,/rc/clk?jk=9a64ef68e2518de7&fccid=5cb727313a823dd6&vjs=3
31,53,Data Scientist,Data+scientist,"Chicago, IL",        Civis Analytics,/rc/clk?jk=97e63e4fc6aa66a3&fccid=85806092f576a90e&vjs=3
32,54,Data Scientist II,Data+scientist,"Schaumburg, IL 60173",        Zurich North America,/rc/clk?jk=a41b96c5ef94b16c&fccid=34938366d45106af&vjs=3
33,55,Data Scientist,Data+scientist,"Chicago, IL","        Blue Cross Blue Shield of IL, MT, NM, OK & TX",/rc/clk?jk=cb2c0c66232bcf78&fccid=f0982fe98d8ebba0&vjs=3
34,56,"Data Scientist, Magellan Presales",Data+scientist,"Chicago, IL",        OpenText,/rc/clk?jk=3a24914f3c615c54&fccid=c908408e676247d6&vjs=3
35,57,DATA SCIENTIST,Data+scientist,"Chicago, IL",        Trading Technologies,/rc/clk?jk=ef010ffae57e83ea&fccid=1164ed4c5f9bfd9e&vjs=3
36,58,Data Scientist,Data+scientist,"Chicago, IL",        Capax Global LLC,/rc/clk?jk=ff25fe1cb122d246&fccid=4764948a627d0c5d&vjs=3
37,59,Health Care Data Analyst,Data+scientist,"Chicago, IL",        NORC at the University of Chicago,/rc/clk?jk=47f0ea8ef308e82c&fccid=06c2388fc3e54c23&vjs=3
38,60,Data Scientist,Data+scientist,"Chicago, IL 60604 (Loop area)",        Motorola Solutions,/rc/clk?jk=5e13876aa1153bbb&fccid=22ec6ef3cc441ac2&vjs=3
39,61,Data Scientist,Data+scientist,"Chicago, IL",        Precima,/rc/clk?jk=51537188848f9a02&fccid=f5a909039d4f9511&vjs=3
40,65,Data Scientist,Data+scientist,"Chicago, IL 60642 (Portage Park area)",        Mars,/rc/clk?jk=89dd889dfe3d6bd6&fccid=6f49e88f14c18b75&vjs=3
41,66,Data Scientist — Predictive Analytics,Data+scientist,"Chicago, IL",        Gallup,/rc/clk?jk=db5767dd97083e06&fccid=e198e2c44e180800&vjs=3
42,67,Data Scientist Intern,Data+scientist,"Chicago, IL",        Brookfield Asset Management,/rc/clk?jk=fafbf68c97273f46&fccid=852c780b83794741&vjs=3
43,68,Data Scientist,Data+scientist,"Chicago, IL",        Ryan Specialty Group,/rc/clk?jk=ed14721d03a2f6b9&fccid=1c09b1e6ff3b51da&vjs=3
44,69,Data Scientist,Data+scientist,"Chicago, IL","        Ryan Specialty Group, LLC",/rc/clk?jk=8475533feb134179&fccid=1c09b1e6ff3b51da&vjs=3
45,70,Data Analyst – Informatics,Data+scientist,"Chicago, IL 60654 (Loop area)",        Tempus,/rc/clk?jk=6fcf6a81a73baab0&fccid=8525bdcf5722dd27&vjs=3
46,71,Data Scientist - Artificial Intelligence,Data+scientist,"Bolingbrook, IL 60440",        Ulta Beauty,/rc/clk?jk=d35eb2850bccc604&fccid=756537cd73891813&vjs=3
47,72,"Data Scientist, Applied Machine Learning",Data+scientist,"Chicago, IL 60654 (Loop area)",        Tempus,/rc/clk?jk=3650dd9732a128f5&fccid=8525bdcf5722dd27&vjs=3
48,73,Data Scientist,Data+scientist,"Chicago, IL",        Selby Jennings,/company/Selby-Jennings/jobs/Data-Scientist-04604980d3d25378?fccid=e46dcf251ad893cd&vjs=3
49,74,Data Scientist,Data+scientist,"Chicago, IL 60654 (Loop area)",        ConAgra Foods,/rc/clk?jk=2045bb39efe8a2b8&fccid=905dc9bf3b9cfe58&vjs=3
50,81,Data Scientist,Data+scientist,"Chicago, IL",        VKNetworks IT Solutions,/company/VKNetworks-IT-Solutions/jobs/Data-Scientist-5e3c3b61fe5e5cdc?fccid=80bc2eb32c79d8d4&vjs=3
51,82,Computer Vision Data Scientist,Data+scientist,"Chicago, IL 60654 (Loop area)",        CCC Information Services Inc.,/rc/clk?jk=79e613a20b3aaea1&fccid=f289d19694611985&vjs=3
52,83,Data Scientist,Data+scientist,"Chicago, IL",        Conagra Brands,/rc/clk?jk=7cffb828b181a64c&fccid=905dc9bf3b9cfe58&vjs=3
53,84,Machine Learning Data Scientist,Data+scientist,"Chicago, IL 60604 (Loop area)",        Wolverine Trading,/rc/clk?jk=a9443e161075db8d&fccid=1ec8c83c883d1273&vjs=3
54,85,Quality Data Scientist,Data+scientist,"Abbott Park, IL",        Abbott Laboratories,/rc/clk?jk=b196837b65b72da0&fccid=7942658690eba67c&vjs=3
55,86,Data Scientist,Data+scientist,"Chicago, IL",        Robert Walters,/rc/clk?jk=7ec9b3f4d09df790&fccid=f01c2f55ec3054bf&vjs=3
56,87,Data Analyst,Data+scientist,"Chicago, IL",        NORC at the University of Chicago,/rc/clk?jk=2a5bcff92873472a&fccid=06c2388fc3e54c23&vjs=3
57,88,"Associate, Data Scientist",Data+scientist,"Chicago, IL 60290 (Loop area)",        KPMG,/rc/clk?jk=bffd505ee472c2a6&fccid=2dd390c3a48a7ed0&vjs=3
58,89,Senior Data Scientist,Data+scientist,"Chicago, IL",        Trunk Club,/rc/clk?jk=2fabf12f15279824&fccid=0071370f02db63ca&vjs=3
59,90,Guest Speaker (Data Analytics) - Promotable,Data+scientist,"Chicago, IL",        1871,/rc/clk?jk=2fc7a3dd9d892af8&fccid=4bc59fee94442b23&vjs=3
60,97,Jr. Data Scientiest,Data+scientist,"Cook County, IL",        State of Illinois,/rc/clk?jk=106556d7a3267686&fccid=9eb84993553c704c&vjs=3
61,98,"Data Scientist (Machine Learning, Deep Learning, Computer Vi...",Data+scientist,"Chicago, IL",        Workbridge Associates,/rc/clk?jk=6d8bf53e38f0a096&fccid=a6920e0a635e5c4e&vjs=3
62,99,Data Scientist/Engineer,Data+scientist,"Northbrook, IL",        KRPO,/company/government-client/jobs/Data-Scientist-Engineer-24c11411eac08510?fccid=49ce6c139942053d&vjs=3
63,100,"SAP Machine Learning Consultant / Data Scientist - Chicago,...",Data+scientist,"Chicago, IL 60606 (Loop area)",        SAP,/rc/clk?jk=8b1d190f4536fa9f&fccid=156c7820d1988640&vjs=3
64,101,"Data Scientist, Optimization",Data+scientist,"Chicago, IL",        Civis Analytics,/rc/clk?jk=d6ae66b8738650d0&fccid=85806092f576a90e&vjs=3
65,102,Pricing & Promotions Data Scientist,Data+scientist,"Chicago, IL 60654 (Loop area)",        Groupon,/rc/clk?jk=bdee155a08029274&fccid=863ad2cc91c92c82&vjs=3
66,103,Data Scientist,Data+scientist,"Lombard, IL 60148",        eQHealth Solutions,/rc/clk?jk=69a0181c0de5e223&fccid=4e38a52de79c10f9&vjs=3
67,104,District Data Scientist,Data+scientist,"Cicero, IL",        Cicero Public School District 99,/rc/clk?jk=f0b9ee3133a74b70&fccid=8d7daa2781355264&vjs=3
68,105,Data Scientist,Data+scientist,"Rolling Meadows, IL",        Alliant Credit Union,/rc/clk?jk=243420e131065f22&fccid=90522bc4da128705&vjs=3
69,106,Data Scientist or Data Scientist Lead-PS10595,Data+scientist,"Chicago, IL 60654 (Loop area)","        Anthem, Inc.",/rc/clk?jk=f7e594598fc1baba&fccid=2a4da7fa99f4b9ae&vjs=3
70,113,Machine Learning Data Scientist,Data+scientist,"Deerfield, IL",        Walgreens,/company/Walgreens/jobs/Machine-Learning-Data-Scientist-1965a1604fd0fc37?fccid=fefd75f5326e1589&vjs=3
71,114,Research Data Analyst Associate,Data+scientist,"Chicago, IL",        Northwestern University,/rc/clk?jk=4598d6ca89379e7c&fccid=bc51f56762438d6f&vjs=3
72,115,Intern: Data Scientist - Imaging Science,Data+scientist,"Chicago, IL",        The Climate Corporation,/rc/clk?jk=e37db8623bc2cda4&fccid=5527fa86119a4ea6&vjs=3
73,116,Data Scientist,Data+scientist,"Chicago, IL 60603 (Loop area)",        Robert Half Technology,/rc/clk?jk=e11bd7834462ac08&fccid=8295f0911ec08bde&vjs=3
74,117,Data Scientist,Data+scientist,"Chicago, IL 60647 (Logan Square area)",        Nielsen,/rc/clk?jk=f06825e5dd57a3e2&fccid=683f563b5cc25b70&vjs=3
75,118,Fall Data Science Intern (Python Programming),Data+scientist,"Chicago, IL",        Uptake,/rc/clk?jk=0fa078abd2679eec&fccid=c7e4414dffeb89b5&vjs=3
76,119,Senior Data Scientist,Data+scientist,"Chicago, IL",        Kemper Corporation,/rc/clk?jk=d82a3cb817286bff&fccid=595c8277c5fe1718&vjs=3
77,120,Data Scientist,Data+scientist,"Schaumburg, IL 60173",        Kogentix,/rc/clk?jk=1f6810b277ce8c40&fccid=66562a0c7f84ca9f&vjs=3
78,121,Machine Learning Expert (Intelligent Algorithms / Big Data /...,Data+scientist,"Chicago, IL 60603 (Loop area)",        JP Morgan Chase,/rc/clk?jk=20bf181fc33fbb7e&fccid=c46d0116f6e69eae&vjs=3
79,122,Data Scientist (Deep Learning),Data+scientist,"Chicago, IL",        Workbridge Associates,/rc/clk?jk=e3d8d7fd1e8e1985&fccid=a6920e0a635e5c4e&vjs=3
80,130,Mathematician / Statistician / Data Scientist,Data+scientist,"Chicago, IL",        ThinkingAhead,/company/ThinkingAhead/jobs/Mathematician-7040bf968e0e9aff?fccid=bf55858e65cb7ca9&vjs=3
81,131,Data Analyst,Data+scientist,"Chicago, IL 60642 (Portage Park area)",        NCSA - Next College Student Athlete,/rc/clk?jk=8ec0add8eac6ccf6&fccid=395e1e20004bd392&vjs=3
82,132,Patient Services Representative,Data+scientist,"Chicago, IL",        The University of Chicago Medicine,/rc/clk?jk=1f2e3ac3851570d7&fccid=7a8652dc10f1f848&vjs=3
83,133,Warehouse Associate - Retail,Data+scientist,"Chicago, IL 60605 (Near South Side area)",        Event Network,/rc/clk?jk=829236428e504ceb&fccid=77caf267602b2031&vjs=3
84,134,Geospatial Data Scientist - Urban Planning and Policy,Data+scientist,"Chicago, IL",        University of Illinois at Chicago,/rc/clk?jk=29aa8b39c785da24&fccid=ac518be2ee9ddfa6&vjs=3
85,135,Data Scientist,Data+scientist,"Chicago, IL 60603 (Loop area)",        Porcaro Stolarek Mete Partners LLC,/rc/clk?jk=8cb46c80b1faf391&fccid=a74a030a8fcfedb7&vjs=3
86,136,Data Analyst,Data+scientist,"Chicago, IL 60611 (Near North Side area)",        FastModel Sports,/rc/clk?jk=48ab97eb7cb0acba&fccid=630d7c575c7abd13&vjs=3
87,137,Sr Data Scientist,Data+scientist,"Chicago, IL",        HERE Technologies,/rc/clk?jk=dbc81262ed169600&fccid=1a8dd67b37dcdef8&vjs=3
88,138,Data Scientist - Applied Technology,Data+scientist,"Chicago, IL 60606 (Loop area)",        Crowe,/rc/clk?jk=828063098170f139&fccid=994b5c764776123e&vjs=3
89,139,"Data Scientist, Payformance Solutions (Temporary)",Data+scientist,"Chicago, IL",        Altarum,/rc/clk?jk=63e996f1dea7c874&fccid=5bd36620ad472249&vjs=3
90,145,"Data Scientist I (Hinsdale, IL)",Data+scientist,"Hinsdale, IL","        Nexant, Inc.",/rc/clk?jk=5915394b528f4894&fccid=ad1b508e2719841f&vjs=3
91,146,Junior Variant Scientist,Data+scientist,"Chicago, IL",        Tempus,/rc/clk?jk=e90bb0b48bceaefd&fccid=8525bdcf5722dd27&vjs=3
92,147,Data Scientist,Data+scientist,"Chicago, IL",        Smith Hanley Associates,/rc/clk?jk=d1be9728137ab99a&fccid=867d82af62a0e5c1&vjs=3
93,148,Natural Language Processing Data Scientist,Data+scientist,"Chicago, IL 60654 (Loop area)",        Tempus,/rc/clk?jk=9abc2e16f98398ec&fccid=8525bdcf5722dd27&vjs=3
94,149,Senior Data Scientist (Anomaly Detection),Data+scientist,"Chicago, IL",        Uptake,/rc/clk?jk=f6fb9d04cfd11074&fccid=c7e4414dffeb89b5&vjs=3
95,150,Data Scientist,Data+scientist,"Chicago, IL 60606 (Loop area)",        Maven Wave Partners,/rc/clk?jk=743ba4a3d423446a&fccid=915f61fec1720c40&vjs=3
96,151,Research and Evaluation Data Analyst,Data+scientist,"Chicago, IL 60606 (Loop area)",        AIDS Foundation of Chicago,/rc/clk?jk=fe79345b6884c900&fccid=a100844765133235&vjs=3
97,152,Research Data Analyst,Data+scientist,"Chicago, IL",        Northwestern University,/rc/clk?jk=34d08d624db09dc2&fccid=bc51f56762438d6f&vjs=3
98,153,Data Scientist - Milwaukee!!,Data+scientist,"Chicago, IL",        Capgemini,/rc/clk?jk=fcc0c9d566f29a5b&fccid=105ecfd0283f415f&vjs=3
99,154,Research Analyst,Data+scientist,"Chicago, IL",        RCM Alternatives,/rc/clk?jk=2b24f8350dbb2828&fccid=3ec8eb1eb8c7dd37&vjs=3
100,166,Remote Data Scientist 2,Data+scientist,"San Francisco, CA 94115 (Western Addition area)",        Serial Metrics,/company/Serial-Metrics/jobs/Remote-Data-Scientist-46fef72a8a5ad160?fccid=1f76ae0eaa63d5f6&vjs=3
101,167,Marketing & Customer Insights – Data Scientist Intern,Data+scientist,"San Francisco, CA",        Adobe,/rc/clk?jk=7d9032db854fa829&fccid=f89deb5a97c7738a&vjs=3
102,168,Data Scientist,Data+scientist,"San Francisco, CA 94104 (Financial District area)",        University of California San Francisco,/rc/clk?jk=e43f40e73837d090&fccid=2a341562d64c7cdb&vjs=3
103,169,Data Scientist,Data+scientist,"San Francisco, CA 94103 (South Of Market area)",        Pinterest,/rc/clk?jk=a9e3eb26d9144ad6&fccid=43014b1412e0a7b6&vjs=3
104,170,Data Scientist (Part-time or Internship),Data+scientist,"San Francisco, CA",        Gyant Health,/company/Gyant-Health/jobs/Data-Scientist-adf026998d1dd50c?fccid=5714bd6298950e29&vjs=3
105,171,Data Scientist,Data+scientist,"San Francisco, CA",        Fractal Analytics,/company/Fractal-Analytics/jobs/Data-Scientist-60e837ea4d254dd3?fccid=82a5852c691fe3de&vjs=3
106,172,Data Scientist,Data+scientist,"San Francisco, CA",        FlowCommand Inc.,/company/FlowCommand-Inc./jobs/Data-Scientist-07a4f428f95e5347?fccid=da3e722422d79e38&vjs=3
107,173,"Data Scientist, Creators",Data+scientist,"San Francisco, CA 94103 (South Of Market area)",        Pinterest,/rc/clk?jk=87c3341e7e4bf402&fccid=43014b1412e0a7b6&vjs=3
108,174,Newsroom Data Scientist,Data+scientist,"San Francisco, CA 94108 (Financial District area)",        Mother Jones,/rc/clk?jk=9f70cc0e034b1dd8&fccid=358abbca9f316ab6&vjs=3
109,175,Data Scientist,Data+scientist,"San Francisco, CA 94105 (Financial District area)",        Esurance,/rc/clk?jk=20faebf44f2e6d5f&fccid=25cda752a689f9b8&vjs=3
110,182,Data Scientist - Business,Data+scientist,"San Francisco, CA 94103 (South Of Market area)",        Asana,/rc/clk?jk=16523ebd856e5f7c&fccid=d8a3d3d4facd48a5&vjs=3
111,183,Data Scientist (Goodreads),Data+scientist,"San Francisco, CA",        Amazon.com,/rc/clk?jk=f14fb2ca9653e1c0&fccid=fe2d21eef233e94a&vjs=3
112,184,Data Scientist,Data+scientist,"San Francisco, CA",        TaskRabbit,/rc/clk?jk=aca646f111f8fc47&fccid=df3aa11e9f8aa945&vjs=3
113,185,Data Scientist,Data+scientist,"San Francisco, CA",        LendingHome,/rc/clk?jk=ed87e17df2b0f8ca&fccid=20c6788726ddcb5b&vjs=3
114,186,Data Scientist,Data+scientist,"Oakland, CA",        Ask Media Group,/rc/clk?jk=4a0c653523465d2f&fccid=3969d5db9f73cd3b&vjs=3
115,187,"Data Scientist, Audience Science",Data+scientist,"San Francisco, CA 94107 (South Of Market area)",        Ubisoft,/rc/clk?jk=a66436f2fa65ef76&fccid=237908de095b6446&vjs=3
116,188,Junior Data Analyst,Data+scientist,"San Francisco, CA",        ThirdLove,/rc/clk?jk=a4ee028738a63544&fccid=695c46481d2992ff&vjs=3
117,189,"Data Scientist, Operations",Data+scientist,"San Francisco, CA 94103 (South Of Market area)",        Square,/rc/clk?jk=bbc5e3b2bb99381e&fccid=09abad886b83c501&vjs=3
118,190,Data Scientist,Data+scientist,"San Francisco, CA",        ClassDojo,/rc/clk?jk=8fbf7a193e1c8732&fccid=a2db557e51b543c4&vjs=3
119,191,Data Scientist,Data+scientist,"San Francisco, CA",        Paradigm,/rc/clk?jk=a38745da9681eac0&fccid=756b56d5afcb7d62&vjs=3
120,198,Measurement Data Scientist,Data+scientist,"San Francisco, CA 94103 (South Of Market area)",        Pinterest,/rc/clk?jk=1be0253513269316&fccid=43014b1412e0a7b6&vjs=3
121,200,"Data Scientist, Forecasting",Data+scientist,"San Francisco, CA 94105 (Financial District area)",        Geli,/rc/clk?jk=51ba95e8f18ab7d8&fccid=ab1a0688196ca327&vjs=3
122,203,Data Scientist - Operations,Data+scientist,"San Francisco, CA",        Stitch Fix,/rc/clk?jk=4e0520f87241e2af&fccid=1c70eede37c5caee&vjs=3
123,204,Data Scientist,Data+scientist,"San Francisco Bay Area, CA",        Bold Metrics,/rc/clk?jk=3f8c7a77798ec4d9&fccid=db8d0b83772a6b1b&vjs=3
124,206,Customer Facing Data Scientist,Data+scientist,"San Francisco, CA",        DataRobot,/rc/clk?jk=212846db9afdd5fd&fccid=ccacdb1cb7d4a077&vjs=3
125,207,Data Scientist,Data+scientist,"San Francisco, CA",        Clarivate Analytics,/rc/clk?jk=a47b07a834a7c4d1&fccid=39cdc80b98113925&vjs=3
126,213,Data Scientist,Data+scientist,"San Francisco, CA",        U.S. Bank,/rc/clk?jk=9c3ea55ca3a5b593&fccid=ae5bfc395c530fbc&vjs=3
127,214,Data Scientist - Client Demand Forecasting,Data+scientist,"San Francisco, CA",        Stitch Fix,/rc/clk?jk=eccec0beb985d4ba&fccid=1c70eede37c5caee&vjs=3
128,215,Data Scientist,Data+scientist,"Benicia, CA",        1-800 Radiator & A/C,/rc/clk?cmp=1--800-Radiator-%26A%2FC&ti=Data+Scientist&jk=30db1c21b2866bba&fccid=6d064219fb017144&vjs=3
129,216,Data Scientist - 1-800 Radiator,Data+scientist,"Benicia, CA",        Driven Brands,/rc/clk?jk=9faace4a54ccaf2f&fccid=6b546763f210bf41&vjs=3
130,217,Data Scientist,Data+scientist,"San Francisco, CA 94107 (South Of Market area)",        Directly Software,/rc/clk?jk=8b018cf7980a5047&fccid=1ca8b79a5c7535f9&vjs=3
131,218,Data Scientist,Data+scientist,"San Francisco, CA",        Plaid,/rc/clk?jk=013abd4a10fb3776&fccid=f10da5bc56554201&vjs=3
132,219,Data Scientist,Data+scientist,"San Francisco, CA",        Formation,/rc/clk?jk=a4542b4b22e85694&fccid=dd616958bd9ddc12&vjs=3
133,220,Data Scientist,Data+scientist,"San Francisco, CA",        Pear Therapeutics,/rc/clk?jk=1b9e47048cc82825&fccid=90edbd1542bb1fb5&vjs=3
134,229,New Graduate Data Scientist,Data+scientist,"San Francisco, CA",        Xylem,/rc/clk?jk=a2b5e658ebfe8f6b&fccid=68ec8a8ee6cf5ac6&vjs=3
135,231,Data Science Summer 2019 Intern,Data+scientist,"San Francisco, CA",        Slack,/rc/clk?jk=927bb9da0d0c1d8e&fccid=8d0ce3817d129779&vjs=3
136,232,Data Scientist,Data+scientist,"San Francisco, CA",        Dropbox,/rc/clk?jk=ad8d4fb52b89ab3e&fccid=8510f9bc3a085f8e&vjs=3
137,234,Data Scientist,Data+scientist,"San Francisco, CA",        JUUL Labs,/rc/clk?jk=941ae4df0b36bd55&fccid=6e0a19936820440f&vjs=3
138,235,"Data Scientist, Optimization",Data+scientist,"San Francisco, CA 94105 (Financial District area)",        Geli,/rc/clk?jk=e2c695f8c3c76819&fccid=ab1a0688196ca327&vjs=3
139,244,Security Data Scientist,Data+scientist,"San Francisco, CA",        Dropbox,/rc/clk?jk=3ac5cf188bae566f&fccid=8510f9bc3a085f8e&vjs=3
140,245,"Data Scientist, Deep Learning AT HIGH GROWTH STARTUP",Data+scientist,"San Francisco, CA",        Scouted AI,/company/Ruvivo/jobs/Data-Scientist-527fb12668461343?fccid=fc0b9a4c30445109&vjs=3
141,246,Data Scientist,Data+scientist,"San Francisco, CA",        6sense,/rc/clk?jk=fd5cbb755e78b592&fccid=9c59b4fd78140fd6&vjs=3
142,247,Data Scientist,Data+scientist,"Burlingame, CA",        Finrise,/rc/clk?jk=f9002c15af63d0a1&fccid=8e766de34b635e9e&vjs=3
143,248,Data Scientist - Maps,Data+scientist,"San Francisco, CA 94103 (South Of Market area)",        Uber,/rc/clk?jk=ffd4463e2660a73e&fccid=f766f8bfbc3effb7&vjs=3
144,249,"Data Scientist, Analytics",Data+scientist,"San Francisco, CA",        Slack,/rc/clk?jk=c42619a161a55c9b&fccid=8d0ce3817d129779&vjs=3
145,251,Data Scientist,Data+scientist,"San Francisco, CA",        Aktana,/rc/clk?jk=e3e5e638fd551d60&fccid=cdd30e05c9ce9d8f&vjs=3
146,252,Data Scientist,Data+scientist,"San Francisco, CA",None,/rc/clk?jk=c7e21fcecd3e2da7&fccid=dd616958bd9ddc12&vjs=3
147,253,Ads Data Scientist,Data+scientist,"San Francisco, CA",        King.com,/rc/clk?jk=1565d78818e112fd&fccid=5f2cea8400b4965b&vjs=3
148,260,Data Scientist,Data+scientist,"San Francisco, CA",        States Title,/rc/clk?jk=f53ae646db5a09be&fccid=c27222fe56b254e6&vjs=3
149,261,Data Scientist - CA,Data+scientist,"San Francisco, CA 94103 (South Of Market area)",        Bind Benefits,/rc/clk?jk=7c7293359d1bca41&fccid=4f5696c962a6a9fd&vjs=3
150,262,Data Scientist,Data+scientist,"San Francisco, CA 94107 (South Of Market area)",        Advanced Microgrid Solutions,/company/Advanced-Microgrid-Solutions/jobs/Data-Scientist-9bf3c4c0dfde1717?fccid=f955469e08e2aaef&vjs=3
151,263,Data Scientist IV,Data+scientist,"San Francisco, CA 94105 (Financial District area)",        Sears Holdings Management Corporation,/rc/clk?jk=1b35fca808b5c922&fccid=4f98849be543a8d8&vjs=3
152,264,Data Scientist,Data+scientist,"San Francisco, CA 94103 (South Of Market area)",        Tonal,/rc/clk?jk=4b65d5386efa4483&fccid=0376130dee20ed0f&vjs=3
153,265,Data Scientist Machine Learning,Data+scientist,"San Francisco, CA",        Chime,/rc/clk?jk=bd2504d7c47aea88&fccid=db1fcfd54d66ab8b&vjs=3
154,267,Data Scientist - Styling Algorithms,Data+scientist,"San Francisco, CA",        Stitch Fix,/rc/clk?jk=54fab4417a2cbf79&fccid=1c70eede37c5caee&vjs=3
155,268,Data Scientist,Data+scientist,"San Francisco, CA",        Ace Technologies,/rc/clk?jk=d8446ef18e6282b8&fccid=b7287cc45de81a80&vjs=3
